Semester,Course ID,Course Name,Instructor,Enrollment,Max Capacity,Offered,A,B,C,D,F,Classroom Location,Class Capacity,Distance to IMU (m),Distance to Wells Library (m),Distance to Luddy Hall (m),Distance to Sample Gates (m),Latitude,Longitude,Preferred Location,Preferred Location Latitude,Preferred Location Longitude,Topics,Keywords,Class Start Time,Preferred Location Time
2022 Fall,INFO-I107,Course 7,Dr. Williams,131,50,TRUE,68,23,15,25,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,McNutt,39.1763,-86.5202,Data Science,"visualization, data analysis, statistics, big data, machine learning",18:07,18:14
2022 Fall,INFO-I108,Course 8,Dr. Williams,111,100,TRUE,58,17,13,21,2,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,AI/ML,"neural networks, reinforcement learning, deep learning, AI ethics, natural language processing",11:27,11:35
2022 Fall,INFO-I109,Course 9,Dr. Williams,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Information Systems,"databases, enterprise systems, networking, IT management, cloud computing",11:41,11:48
2022 Fall,INFO-I110,Course 10,Dr. Williams,62,50,TRUE,30,6,9,7,10,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,Data Science,"visualization, data analysis, statistics, machine learning, big data",19:26,19:36
2022 Fall,INFO-I111,Course 11,Dr. Williams,46,50,TRUE,41,3,1,1,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"debugging, agile, testing, programming, software design",09:45,09:53
2022 Fall,INFO-I112,Course 12,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,Information Systems,"IT management, enterprise systems, cloud computing, networking, databases",12:13,12:20
2022 Fall,INFO-I113,Course 13,Dr. Williams,120,100,TRUE,63,19,12,11,15,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"programming, debugging, software design, testing, agile",14:08,14:15
2022 Fall,INFO-I114,Course 14,Dr. Smith,118,150,TRUE,56,24,28,0,10,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"visualization, machine learning, data analysis, big data, statistics",19:48,19:54
2022 Fall,INFO-I115,Course 15,Dr. Williams,85,100,TRUE,36,27,10,8,4,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Read,39.16622221,-86.51488147,Software Engineering,"programming, software design, debugging, testing, agile",13:25,13:34
2022 Fall,INFO-I116,Course 16,Dr. Johnson,111,50,TRUE,83,4,20,4,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,AI/ML,"reinforcement learning, natural language processing, deep learning, AI ethics, neural networks",09:37,09:43
2022 Fall,INFO-I117,Course 17,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,McNutt,39.1763,-86.5202,Software Engineering,"software design, testing, debugging, agile, programming",16:21,16:27
2022 Fall,INFO-I118,Course 18,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Software Engineering,"testing, debugging, software design, programming, agile",15:54,15:59
2022 Fall,INFO-I119,Course 19,Dr. Brown,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,HCI,"interaction design, human factors, usability testing, user experience, interface design",13:41,13:46
2022 Fall,INFO-I120,Course 20,Dr. Jones,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Bookmarket,39.171,-86.5168,Data Science,"statistics, visualization, machine learning, big data, data analysis",12:41,12:47
2022 Fall,INFO-I121,Course 21,Dr. Williams,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,Software Engineering,"testing, software design, agile, debugging, programming",14:55,15:00
2022 Fall,INFO-I122,Course 22,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,Cybersecurity,"encryption, penetration testing, cyber threats, risk management, network security",09:27,09:32
2022 Fall,INFO-I123,Course 23,Dr. Williams,79,50,TRUE,40,10,15,4,10,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,Software Engineering,"programming, software design, agile, testing, debugging",09:05,09:12
2022 Fall,INFO-I124,Course 24,Dr. Jones,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Read,39.16622221,-86.51488147,Software Engineering,"software design, debugging, programming, agile, testing",19:33,19:43
2022 Fall,INFO-I125,Course 25,Dr. Smith,78,100,TRUE,16,24,19,9,10,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,Information Systems,"databases, networking, cloud computing, IT management, enterprise systems",15:24,15:32
2022 Fall,INFO-I126,Course 26,Dr. Williams,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,IMU,39.1677,-86.5237,Software Engineering,"programming, debugging, testing, software design, agile",12:23,12:29
2022 Fall,INFO-I127,Course 27,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,Information Systems,"enterprise systems, cloud computing, networking, databases, IT management",13:40,13:47
2022 Fall,INFO-I128,Course 28,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Wells Library,39.1724,-86.5168,Software Engineering,"software design, agile, testing, debugging, programming",13:17,13:26
2022 Fall,INFO-I129,Course 29,Dr. Jones,66,100,TRUE,34,8,8,12,4,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Wells Library,39.1724,-86.5168,HCI,"interface design, user experience, usability testing, human factors, interaction design",19:51,19:58
2022 Fall,INFO-I130,Course 30,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"software design, debugging, programming, testing, agile",19:59,20:08
2022 Fall,INFO-I131,Course 31,Dr. Smith,104,100,TRUE,35,22,24,8,15,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,Software Engineering,"software design, debugging, testing, programming, agile",16:02,16:11
2022 Fall,INFO-I132,Course 32,Dr. Smith,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"agile, programming, testing, debugging, software design",15:08,15:14
2022 Fall,INFO-I133,Course 33,Dr. Johnson,27,100,TRUE,16,4,1,2,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,AI/ML,"neural networks, reinforcement learning, natural language processing, deep learning, AI ethics",10:22,10:31
2022 Fall,INFO-I134,Course 34,Dr. Williams,40,50,TRUE,20,11,6,3,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"agile, debugging, programming, software design, testing",16:03,16:09
2022 Fall,INFO-I135,Course 35,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,AI/ML,"natural language processing, neural networks, AI ethics, deep learning, reinforcement learning",19:48,19:53
2022 Fall,INFO-I136,Course 36,Dr. Johnson,48,150,TRUE,37,1,3,4,3,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,HCI,"usability testing, interface design, human factors, user experience, interaction design",09:03,09:11
2022 Fall,INFO-I137,Course 37,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,HCI,"human factors, interface design, user experience, interaction design, usability testing",11:25,11:34
2022 Fall,INFO-I138,Course 38,Dr. Brown,42,50,TRUE,27,3,3,5,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, reinforcement learning, neural networks, natural language processing, deep learning",15:16,15:23
2022 Fall,INFO-I139,Course 39,Dr. Brown,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Cybersecurity,"encryption, network security, penetration testing, risk management, cyber threats",10:35,10:44
2022 Fall,INFO-I140,Course 40,Dr. Brown,113,100,TRUE,58,7,19,21,8,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,AI/ML,"AI ethics, neural networks, reinforcement learning, natural language processing, deep learning",09:36,09:44
2022 Fall,INFO-I141,Course 41,Dr. Brown,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Read,39.16622221,-86.51488147,AI/ML,"neural networks, reinforcement learning, AI ethics, natural language processing, deep learning",19:46,19:53
2022 Fall,INFO-I142,Course 42,Dr. Williams,70,150,TRUE,50,2,8,10,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,AI/ML,"natural language processing, deep learning, neural networks, reinforcement learning, AI ethics",10:44,10:49
2022 Fall,INFO-I143,Course 43,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,McNutt,39.1763,-86.5202,Software Engineering,"testing, agile, debugging, software design, programming",13:35,13:43
2022 Fall,INFO-I144,Course 44,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,Data Science,"big data, statistics, visualization, data analysis, machine learning",15:27,15:35
2022 Fall,INFO-I145,Course 45,Dr. Johnson,60,100,TRUE,29,14,10,3,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"software design, agile, debugging, programming, testing",19:54,20:03
2022 Fall,INFO-I146,Course 46,Dr. Williams,17,50,TRUE,13,2,1,0,1,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,Software Engineering,"software design, debugging, agile, testing, programming",18:51,18:56
2022 Fall,INFO-I147,Course 47,Dr. Williams,103,50,TRUE,33,34,24,11,1,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,Software Engineering,"testing, software design, debugging, programming, agile",10:16,10:25
2022 Fall,INFO-I148,Course 48,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,AI/ML,"natural language processing, reinforcement learning, neural networks, deep learning, AI ethics",14:59,15:07
2022 Fall,INFO-I149,Course 49,Dr. Smith,29,150,TRUE,15,8,2,3,1,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"data analysis, big data, visualization, statistics, machine learning",13:31,13:39
2022 Fall,INFO-I150,Course 50,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,Software Engineering,"software design, agile, testing, programming, debugging",16:12,16:17
2023 Fall,INFO-I101,Course 1,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Bookmarket,39.171,-86.5168,Cybersecurity,"risk management, encryption, penetration testing, cyber threats, network security",13:09,13:14
2023 Fall,INFO-I102,Course 2,Dr. Johnson,127,150,TRUE,53,25,29,12,8,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,Data Science,"visualization, statistics, data analysis, big data, machine learning",15:23,15:32
2023 Fall,INFO-I103,Course 3,Dr. Smith,62,50,TRUE,22,17,10,6,7,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,Data Science,"statistics, data analysis, big data, visualization, machine learning",10:53,10:58
2023 Fall,INFO-I104,Course 4,Dr. Brown,37,100,TRUE,19,3,8,2,5,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Software Engineering,"agile, software design, debugging, programming, testing",17:43,17:53
2023 Fall,INFO-I105,Course 5,Dr. Brown,35,100,TRUE,11,8,8,4,4,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,Data Science,"big data, data analysis, machine learning, statistics, visualization",13:44,13:54
2023 Fall,INFO-I106,Course 6,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,Data Science,"visualization, big data, data analysis, statistics, machine learning",14:35,14:45
2023 Fall,INFO-I107,Course 7,Dr. Smith,40,150,TRUE,20,5,7,8,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,Data Science,"data analysis, big data, visualization, machine learning, statistics",13:11,13:20
2023 Fall,INFO-I108,Course 8,Dr. Johnson,41,50,TRUE,23,11,3,0,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Forest,39.16469636,-86.51291367,Information Systems,"IT management, enterprise systems, databases, cloud computing, networking",18:38,18:48
2023 Fall,INFO-I109,Course 9,Dr. Johnson,136,150,TRUE,74,25,9,22,6,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Bookmarket,39.171,-86.5168,Software Engineering,"agile, testing, debugging, programming, software design",19:00,19:07
2023 Fall,INFO-I110,Course 10,Dr. Williams,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Data Science,"statistics, visualization, big data, machine learning, data analysis",11:23,11:31
2023 Fall,INFO-I111,Course 11,Dr. Williams,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,Data Science,"statistics, visualization, big data, data analysis, machine learning",12:31,12:37
2023 Fall,INFO-I112,Course 12,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,AI/ML,"neural networks, natural language processing, AI ethics, reinforcement learning, deep learning",19:11,19:20
2023 Fall,INFO-I113,Course 13,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Union Street,39.17137812,-86.50945125,Software Engineering,"testing, agile, programming, software design, debugging",14:57,15:06
2023 Fall,INFO-I114,Course 14,Dr. Williams,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Information Systems,"enterprise systems, databases, cloud computing, IT management, networking",19:27,19:35
2023 Fall,INFO-I115,Course 15,Dr. Smith,13,50,TRUE,6,0,3,2,2,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Read,39.16622221,-86.51488147,Software Engineering,"software design, testing, programming, debugging, agile",10:31,10:40
2023 Fall,INFO-I116,Course 16,Dr. Brown,130,100,TRUE,72,13,29,15,1,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,AI/ML,"AI ethics, deep learning, neural networks, reinforcement learning, natural language processing",18:35,18:45
2023 Fall,INFO-I117,Course 17,Dr. Brown,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,AI/ML,"AI ethics, reinforcement learning, natural language processing, deep learning, neural networks",17:08,17:17
2023 Fall,INFO-I118,Course 18,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,Software Engineering,"programming, software design, testing, agile, debugging",19:27,19:37
2023 Fall,INFO-I119,Course 19,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,Software Engineering,"programming, testing, agile, debugging, software design",12:58,13:07
2023 Fall,INFO-I120,Course 20,Dr. Jones,132,150,TRUE,37,42,29,9,15,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,AI/ML,"AI ethics, reinforcement learning, neural networks, deep learning, natural language processing",14:25,14:33
2023 Fall,INFO-I121,Course 21,Dr. Jones,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Union Street,39.17137812,-86.50945125,Software Engineering,"testing, agile, programming, debugging, software design",19:10,19:17
2023 Fall,INFO-I122,Course 22,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Data Science,"visualization, big data, machine learning, statistics, data analysis",17:53,18:02
2023 Fall,INFO-I123,Course 23,Dr. Johnson,63,150,TRUE,36,0,15,4,8,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,Data Science,"big data, machine learning, data analysis, visualization, statistics",16:01,16:10
2023 Fall,INFO-I124,Course 24,Dr. Williams,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Data Science,"statistics, visualization, machine learning, big data, data analysis",11:56,12:06
2023 Fall,INFO-I125,Course 25,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Read,39.16622221,-86.51488147,Software Engineering,"software design, debugging, agile, programming, testing",12:31,12:37
2023 Fall,INFO-I126,Course 26,Dr. Brown,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,McNutt,39.1763,-86.5202,Software Engineering,"testing, programming, agile, debugging, software design",13:48,13:57
2023 Fall,INFO-I127,Course 27,Dr. Johnson,94,150,TRUE,49,18,3,12,12,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Software Engineering,"agile, software design, debugging, testing, programming",17:11,17:18
2023 Fall,INFO-I128,Course 28,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,McNutt,39.1763,-86.5202,Software Engineering,"software design, agile, debugging, programming, testing",16:41,16:47
2023 Fall,INFO-I129,Course 29,Dr. Williams,44,100,TRUE,34,1,0,7,2,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Read,39.16622221,-86.51488147,Software Engineering,"testing, software design, debugging, agile, programming",15:25,15:34
2023 Fall,INFO-I130,Course 30,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,HCI,"interface design, usability testing, human factors, interaction design, user experience",14:03,14:10
2023 Fall,INFO-I131,Course 31,Dr. Williams,86,150,TRUE,53,15,15,3,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Wells Library,39.1724,-86.5168,Information Systems,"networking, databases, cloud computing, enterprise systems, IT management",16:19,16:25
2023 Fall,INFO-I132,Course 32,Dr. Jones,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Wells Library,39.1724,-86.5168,HCI,"usability testing, user experience, interaction design, human factors, interface design",15:10,15:18
2023 Fall,INFO-I133,Course 33,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,Data Science,"big data, data analysis, machine learning, statistics, visualization",12:37,12:45
2023 Fall,INFO-I134,Course 34,Dr. Williams,106,150,TRUE,61,22,9,12,2,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Data Science,"machine learning, statistics, data analysis, big data, visualization",17:26,17:36
2023 Fall,INFO-I135,Course 35,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Union Street,39.17137812,-86.50945125,Software Engineering,"agile, testing, software design, programming, debugging",11:54,12:02
2023 Fall,INFO-I136,Course 36,Dr. Johnson,121,150,TRUE,53,17,13,22,16,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Forest,39.16469636,-86.51291367,Software Engineering,"programming, software design, debugging, testing, agile",19:49,19:56
2023 Fall,INFO-I137,Course 37,Dr. Smith,142,50,TRUE,54,24,27,16,21,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Data Science,"machine learning, visualization, statistics, data analysis, big data",16:42,16:48
2023 Fall,INFO-I138,Course 38,Dr. Williams,39,50,TRUE,29,1,6,3,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Read,39.16622221,-86.51488147,AI/ML,"neural networks, AI ethics, natural language processing, reinforcement learning, deep learning",09:51,10:00
2023 Fall,INFO-I139,Course 39,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Data Science,"machine learning, big data, visualization, statistics, data analysis",16:32,16:38
2023 Fall,INFO-I140,Course 40,Dr. Brown,93,150,TRUE,65,4,7,10,7,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,AI/ML,"deep learning, natural language processing, AI ethics, reinforcement learning, neural networks",14:05,14:11
2023 Fall,INFO-I141,Course 41,Dr. Brown,115,100,TRUE,48,30,21,12,4,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,HCI,"user experience, interface design, human factors, interaction design, usability testing",13:42,13:50
2023 Fall,INFO-I142,Course 42,Dr. Williams,33,150,TRUE,18,1,5,6,3,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Luddy Hall,39.17288318,-86.52334277,AI/ML,"AI ethics, neural networks, deep learning, natural language processing, reinforcement learning",13:50,13:59
2023 Fall,INFO-I143,Course 43,Dr. Johnson,131,50,TRUE,40,25,26,21,19,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Software Engineering,"agile, software design, debugging, programming, testing",17:35,17:44
2023 Fall,INFO-I144,Course 44,Dr. Smith,50,150,TRUE,21,11,8,8,2,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,McNutt,39.1763,-86.5202,HCI,"usability testing, user experience, human factors, interface design, interaction design",09:53,09:58
2023 Fall,INFO-I145,Course 45,Dr. Brown,89,50,TRUE,32,20,21,13,3,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Wells Library,39.1724,-86.5168,HCI,"interface design, usability testing, human factors, interaction design, user experience",09:50,09:59
2023 Fall,INFO-I146,Course 46,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,Software Engineering,"testing, programming, software design, debugging, agile",16:37,16:45
2023 Fall,INFO-I147,Course 47,Dr. Williams,137,50,TRUE,106,20,6,2,3,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,HCI,"human factors, usability testing, interface design, user experience, interaction design",16:42,16:47
2023 Fall,INFO-I148,Course 48,Dr. Williams,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"debugging, programming, software design, testing, agile",15:57,16:04
2023 Fall,INFO-I149,Course 49,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,Software Engineering,"software design, agile, programming, debugging, testing",13:26,13:34
2023 Fall,INFO-I150,Course 50,Dr. Smith,88,150,TRUE,44,15,0,15,14,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Luddy Hall,39.17288318,-86.52334277,Data Science,"machine learning, statistics, visualization, big data, data analysis",16:30,16:39
2024 Fall,INFO-I101,Course 1,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,AI/ML,"deep learning, AI ethics, reinforcement learning, neural networks, natural language processing",19:59,20:08
2024 Fall,INFO-I102,Course 2,Dr. Brown,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Information Systems,"cloud computing, IT management, enterprise systems, networking, databases",09:17,09:22
2024 Fall,INFO-I103,Course 3,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Information Systems,"enterprise systems, networking, databases, cloud computing, IT management",15:39,15:45
2024 Fall,INFO-I104,Course 4,Dr. Brown,97,100,TRUE,59,11,0,18,9,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"software design, testing, programming, debugging, agile",15:52,15:58
2024 Fall,INFO-I105,Course 5,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,Data Science,"data analysis, big data, visualization, statistics, machine learning",15:04,15:14
2024 Fall,INFO-I106,Course 6,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Union Street,39.17137812,-86.50945125,AI/ML,"deep learning, natural language processing, AI ethics, reinforcement learning, neural networks",17:01,17:10
2024 Fall,INFO-I107,Course 7,Dr. Williams,124,100,TRUE,65,14,28,10,7,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Information Systems,"enterprise systems, IT management, databases, cloud computing, networking",12:39,12:46
2024 Fall,INFO-I108,Course 8,Dr. Williams,93,100,TRUE,41,29,11,0,12,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Forest,39.16469636,-86.51291367,Information Systems,"cloud computing, databases, enterprise systems, IT management, networking",10:13,10:23
2024 Fall,INFO-I109,Course 9,Dr. Brown,63,50,TRUE,36,16,1,5,5,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,HCI,"interaction design, interface design, user experience, human factors, usability testing",16:47,16:55
2024 Fall,INFO-I110,Course 10,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,Data Science,"machine learning, statistics, data analysis, visualization, big data",12:54,12:59
